Link,Source website,Website link,Title,Description,Author,Published date,Type,Image
https://jfin-swufe.springeropen.com/articles/10.1186/s40854-023-00595-y,Springer Open,https://www.springeropen.com,The use of high-frequency data in cryptocurrency research: a meta-review of literature with bibliometric analysis,"As the crypto-asset ecosystem matures, the use of high-frequency data has become increasingly common in decentralized finance literature. Using bibliometric analysis, we characterize the existing cryptocurrency literature that employs high-frequency data. We highlighted the most influential authors, articles, and journals based on 189 articles from the Scopus database from 2015 to 2022. This approach enables us to identify emerging trends and research hotspots with the aid of co-citation and cartographic analyses. It shows knowledge expansion through authorsâ collaboration in cryptocurrency research with co-authorship analysis. We identify four major streams of research: (i) return prediction and measurement of cryptocurrency volatility, (ii) (in)efficiency of cryptocurrencies, (iii) price dynamics and bubbles in cryptocurrencies, and (iv) the diversification, safe haven, and hedging properties of Bitcoin. We conclude that highly traded cryptocurrenciesâ investment features and economic outcomes are analyzed predominantly on a tick-by-tick basis. This study also provides recommendations for future studies.","Anas, Muhammad",2024-01-05,Review,https://s.net.vn/UfV5
https://jfin-swufe.springeropen.com/articles/10.1186/s40854-019-0147-z,Springer Open,https://www.springeropen.com,A systematic review of blockchain,"Blockchain is considered by many to be a disruptive core technology. Although many researchers have realized the importance of blockchain, the research of blockchain is still in its infancy. Consequently, this study reviews the current academic research on blockchain, especially in the subject area of business and economics. Based on a systematic review of the literature retrieved from the Web of Science service, we explore the top-cited articles, most productive countries, and most common keywords. Additionally, we conduct a clustering analysis and identify the following five research themes: âeconomic benefit,â âblockchain technology,â âinitial coin offerings,â âfintech revolution,â and âsharing economy.â Recommendations on future research directions and practical applications are also provided in this paper.","Xu, Min",2019-04-07,Review,https://s.net.vn/UfV5
https://jfin-swufe.springeropen.com/articles/10.1186/s40854-019-0169-6,Springer Open,https://www.springeropen.com,"Distributed ledger technology for securities clearing and settlement: benefits, risks, and regulatory implications","This article outlines the benefits and risks of the distributed ledger technology (DLT) for the clearing and settlement of exchange-traded and OTC securities, followed by a description of the technologyâs potential role for central counterparties and central securities depositories. Although the industry and scholars are attempting to solve the technological and operational issues that DLT systems still face, outstanding legal risks are such that the financial industry is asking for more regulatory guidance and intervention. This article wants to contribute to the public policy debate by presenting potential regulatory barriers that may have to be removed for DLT to be fully adopted. In addition, it identifies areas requiring an update of the legal framework in order to address certain prudential and conduct risks that this technology could introduce.","Priem, Randy",2020-06-02,Review,https://s.net.vn/UfV5
https://appliednetsci.springeropen.com/articles/10.1007/s41109-020-00256-4,Springer Open,https://www.springeropen.com,Security through block vault in a blockchain enabled federated cloud framework,"The survivability of any organization in the event of disaster or attack could greatly depend on its offsite data recovery. But which provider could offer secure and resilient cyber security protection to offsite data is a major problem for individuals, businesses and organizations. In recent times, cyber-attacks are strategic and tactical. Adversaries are advanced with capability to access sensitive business digital assets. Their nefarious actions have exposed devastating flaws in many access controls at different levels, and are now security risk to systems, data storages and resources. In this paper, we present a Blockchain enabled federated cloud computing framework, to secure storage for offsite digital assets. Our framework is designed with a great degree of efficiency, privacy, scalability and restricted access control. It addresses authentication flaws and improve early detection of data breaches, by continuously evaluating subjectâs access control and interaction with resources, using operation cost for monitoring and accountability. Evaluation showed proof of concept that our design and approach outperforms the traditional approaches.","Malomo, Olumide",2020-02-27,Review,https://s.net.vn/UfV5
https://cybersecurity.springeropen.com/articles/10.1186/s42400-023-00198-1,Springer Open,https://www.springeropen.com,A survey on lattice-based digital signature,"Lattice-based digital signature has become one of the widely recognized post-quantum algorithms because of its simple algebraic operation, rich mathematical foundation and worst-case security, and also an important tool for constructing cryptography. This survey explores lattice-based digital signatures, a promising post-quantum resistant alternative to traditional schemes relying on factoring or discrete logarithm problems, which face increasing risks from quantum computing. The study covers conventional paradigms like Hash-and-Sign and Fiat-Shamir, as well as specialized applications including group, ring, blind, and proxy signatures. It analyzes the versatility and security strengths of lattice-based schemes, providing practical insights. Each chapter summarizes advancements in schemes, identifying emerging trends. We also pinpoint future directions to deploy lattice-based digital signatures including quantum cryptography.","Liu, Fengxia",2024-01-04,Review,https://s.net.vn/UfV5
https://journalofcloudcomputing.springeropen.com/articles/10.1186/s13677-022-00365-8,Springer Open,https://www.springeropen.com,Task partitioning and offloading in IoT cloud-edge collaborative computing framework: a survey,"Internet of Things (IoT) is made up with growing number of facilities, which are digitalized to have sensing, networking and computing capabilities. Traditionally, the large volume of data generated by the IoT devices are processed in a centralized cloud computing model. However, it is no longer able to meet the computational demands of large-scale and geographically distributed IoT devices for executing tasks of high performance, low latency, and low energy consumption. Therefore, edge computing has emerged as a complement of cloud computing. To improve system performance, it is necessary to partition and offload some tasks generated by local devices to the remote cloud or edge nodes. However, most of the current research work focuses on designing efficient offloading strategies and service orchestration. Little attention has been paid to the problem of jointly optimizing task partitioning and offloading for different application types. In this paper, we make a comprehensive overview on the existing task partitioning and offloading frameworks, focusing on the input and core of decision engine of the framework for task partitioning and offloading. We also propose comprehensive taxonomy metrics for comparing task partitioning and offloading approaches in the IoT cloud-edge collaborative computing framework. Finally, we discuss the problems and challenges that may be encountered in the future.","Chen, Haiming",2022-03-12,Review,https://s.net.vn/UfV5
https://slejournal.springeropen.com/articles/10.1186/s40561-023-00231-3,Springer Open,https://www.springeropen.com,"A critical evaluation, challenges, and future perspectives of using artificial intelligence and emerging technologies in smart classrooms","The term ""Smart Classroom"" has evolved over time and nowadays reflects the technological advancements incorporated in educational spaces. The rapid advances in technology, and the need to create more efficient and creative classes that support both in-class and remote activities, have led to the integration of Artificial Intelligence and smart technologies in smart classes. In this paper we discuss the concept of Artificial Intelligence in Education and present a literature review related to smart classroom technology, with an emphasis on emerging technologies such as AI-related technologies. As part of this survey key technologies related to smart classes used for effective class management that enhance the convenience of classroom environments, the use of different types of smart teaching aids during the educational process and the use of automated performance assessment technologies are presented. Apart from discussing a variety of technological accomplishments in each of the aforementioned areas, the role of AI is discussed, allowing the readers to comprehend the importance of AI in key technologies related to smart classes. Furthermore, through a SWOT analysis, the Strengths, Weaknesses, Opportunities, and Threats of adopting AI in smart classes are presented, while the future perspectives and challenges in utilizing AI-based techniques in smart classes are discussed. This survey targets educators and AI professionals so that the former get informed about the potential, and limitations of AI in education, while the latter can get inspiration from the challenges and peculiarities of educational AI-based systems.","Dimitriadou, Eleni",2023-06-02,Review,https://s.net.vn/UfV5
https://journalofcloudcomputing.springeropen.com/articles/10.1186/s13677-023-00529-0,Springer Open,https://www.springeropen.com,Intelligent acceptance systems for distribution automation terminals: an overview of edge computing technologies and applications,"The investigation into intelligent acceptance systems for distribution automation terminals has spanned over a decade, furnishing indispensable assistance to the power industry. The integration of cutting-edge edge computing technologies into these systems has presented efficacious, low-latency, and energy-efficient remedies. This paper provides a comprehensive review and synthesis of research achievements in the field of intelligent acceptance systems for distribution automation terminals over the past few years. Firstly, this paper introduces the definition, composition, functions, and significance of distribution automation terminals, analyzes the advantages of employing edge computing in this domain, and elaborates on the design and implementation of intelligent acceptance systems based on edge computing technology. Additionally, this paper examines the technical challenges, security, and privacy issues associated with the application of edge computing in intelligent acceptance systems and proposes practical solutions. Finally, this paper summarizes the contributions and significance of this paper and provides an outlook on future research directions. It is evident from the review that the integration of edge computing has effectively alleviated these challenges, but new issues await resolution.","Zhu, Mingzeng",2023-10-23,Review,https://s.net.vn/UfV5
https://energyinformatics.springeropen.com/articles/10.1186/s42162-024-00306-6,Springer Open,https://www.springeropen.com,Industrial digital twins in offshore wind farms,"Digital twin technology, aligned with Industry 4.0 standard, has witnessed widespread adoption in various industries, notably in manufacturing. Meanwhile, the concept of digital twin itself is yet to be clearly defined in wind farm sector. Our primary contribution lies in investigating the potential for transferring knowledge of industrial digital twins for the wind farm industry. Through a comprehensive literature study, we explored the digital twin concept within the context of wind farm applications. Also, we conducted a comparative analysis of digital twin frameworks employed in wind farm and manufacturing sectors. We aim to identify commonalities and differences between these frameworks and to determine how they could be adapted to the unique requirements of the offshore wind sector. A case study is presented, wherein the Industry 4.0 standard framework, Asset Administration Shell (AAS), is conceptually applied to the wind farm sector. Additionally, we briefly explored the AASX Package Explorer and concluded that implementing the AAS could be a promising option for enhancing digital twin functionality in offshore wind farms, and for achieving interoperability in line with Industry 4.0 standard.","Ambarita, Evi Elisa",2024-06-02,Review,https://s.net.vn/UfV5
https://asp-eurasipjournals.springeropen.com/articles/10.1186/s13634-021-00735-5,Springer Open,https://www.springeropen.com,Resource sharing of mobile edge computing networks based on auction game and blockchain,"The edge clouds in mobile edge computing networks are isolate which may belong to different companies or organizations, and hence the communication, computation, and storage resources are not efficiently utilized. To solve this problem, we propose the resource-sharing model of edge clouds which is based on blockchain technology and auction game. In this model, the blockchain platform is regarded as the bridge of the resource sharing, composed of edge clouds, clouds, third-party spectrum and computation management, identity authentication institutions, etc. It is used to record the usersâ transaction information and broadcast the intelligent terminalsâ resource requirements to all edge clouds in the blockchain platform through smart contracts. Then, an optimization problem of the joint allocation of communication and computation resources is formulated to maximize the utility of intelligent terminals. And an efficient improved sealed second-price auction game is proposed to allocate communication and computation resources and determine the optimal price of resources under the intelligent terminalsâ QoS constraints. Simulation results show that the model can effectively improve the system resources utilization and the successful transaction rate.","Zhang, Xiuxian",2021-05-06,Review,https://s.net.vn/UfV5
https://journalofcloudcomputing.springeropen.com/articles/10.1186/s13677-024-00601-3,Springer Open,https://www.springeropen.com,Edge intelligence-assisted animation design with large models: a survey,"The integration of edge intelligence (EI) in animation design, particularly when dealing with large models, represents a significant advancement in the field of computer graphics and animation. This survey aims to provide a comprehensive overview of the current state and future prospects of EI-assisted animation design, focusing on the challenges and opportunities presented by large model implementations. Edge intelligence, characterized by its decentralized processing and real-time data analysis capabilities, offers a transformative approach to handling the computational and data-intensive demands of modern animation. This paper explores various aspects of EI in animation and then delves into the specifics of large models in animation, examining their evolution, current trends, and the inherent challenges in their implementation. Finally, the paper addresses the challenges and solutions in integrating EI with large models in animation, proposing future research directions. This survey serves as a valuable resource for researchers, animators, and technologists, offering insights into the potential of EI in revolutionizing animation design and opening new avenues for creative and efficient animation production.","Zhu, Jing",2024-02-21,Review,https://s.net.vn/UfV5
https://jwcn-eurasipjournals.springeropen.com/articles/10.1186/s13638-021-02010-5,Springer Open,https://www.springeropen.com,Machine type communications: key drivers and enablers towards the 6G era,"The recently introduced 5G New Radio is the first wireless standard natively designed to support critical and massive machine type communications (MTC). However, it is already becoming evident that some of the more demanding requirements for MTC cannot be fully supported by 5G networks. Alongside, emerging use cases and applications towards 2030 will give rise to new and more stringent requirements on wireless connectivity in general and MTC in particular. Next generation wireless networks, namely 6G, should therefore be an agile and efficient convergent network designed to meet the diverse and challenging requirements anticipated by 2030. This paper explores the main drivers and requirements of MTC towards 6G, and discusses a wide variety of enabling technologies. More specifically, we first explore the emerging key performance indicators for MTC in 6G. Thereafter, we present a vision for an MTC-optimized holistic end-to-end network architecture. Finally, key enablers towards (1) ultra-low power MTC, (2) massively scalable global connectivity, (3) critical and dependable MTC, and (4) security and privacy preserving schemes for MTC are detailed. Our main objective is to present a set of research directions considering different aspects for an MTC-optimized 6G network in the 2030-era.","Mahmood, Nurul Huda",2021-10-06,Review,https://s.net.vn/UfV5
https://pcmp.springeropen.com/articles/10.1186/s41601-019-0128-2,Springer Open,https://www.springeropen.com,Distributed sensing and cooperative estimation/detection of ubiquitous power internet of things,"The rapid development of Internet Plus Smart Energy requires further strengthening of three kinds of interconnections based on traditional power systems: physical interconnection, information interconnection, and commercial interconnection. Due to the integration of renewable energy, the reform of the electricity market, and the deployment of the Smart Grid, a large amount of data will be generated. Thus, it is necessary to establish a Ubiquitous Power Internet of Things (UPIoT) to realize connections among people and things, things and things, and people and people in power systems. This paper studies the concept and architecture of the UPIoT and indicates the deployment of the perception layer and network layer as the key to building UPIoT in the initial stage. As UPIoT tends to cover a wide area and produce massive and distributed data, signal processing and data analytics theories and techniques are needed to handle the data and observe the state of the large-scale system. Further studies on distributed sensing and cooperative estimation theories and techniques of UPIoT are also required. Finally, the application prospects of UPIoT and the directions for future research are discussed.","Chen, Haoyong",2019-06-19,Review,https://s.net.vn/UfV5
https://ejfs.springeropen.com/articles/10.1186/s41935-023-00383-w,Springer Open,https://www.springeropen.com,Potential applicability of blockchain technology in the maintenance of chain of custody in forensic casework,"Background Proper investigation of digital evidence is of prime significance in cyber investigations. From the collection of evidence, its preservation, and its analysis, it is important to maintain its integrity in the legal system due to the involvement of different stakeholders like law enforcement agencies, digital analysts, and the judiciary. This review paper focuses on how blockchain technology can be used to collect evidence efficiently. Main text In the present scenario, the manual logs of the chain of custody are used to ensure that the evidence remains confidential and transparent. It is accompanied by filling out the application forms and maintaining logs within the organization handling the evidence. Hence, it is important to ensure the validity, integrity, and verifiability of evidence as it moves through different hierarchical levels. There are certain issues associated with the current chain of custody, such as evidence loss, theft, tampering, and, even worse, evidence manipulation inside the system. To avoid this situation and to make the process coherent, this review paper aims to highlight the potential use of blockchain technology to preserve chain of custody. Conclusion Although this scientific technology is mainly used to run cryptocurrencies, with careful consideration and application, this could play a key role in supporting and managing the chain of custody. It is a distributed database that keeps track of blocks. These blocks are collection of entries that keep growing continually and are secured from editing and manipulation by retaining the hash of the previous block in the chain. This is a decentralized technology that is not easily compromised in terms of security and therefore has the potential to solve our problem area. A future research agenda needs to be established, which lays the solid foundation for further studies on this evident emerging area.","Patil, Harsh",2024-01-29,Review,https://s.net.vn/UfV5
https://jfin-swufe.springeropen.com/articles/10.1186/s40854-021-00314-5,Springer Open,https://www.springeropen.com,Automated market makers and decentralized exchanges: a DeFi primer,"Recent advancements in decentralized finance (DeFi) have resulted in a rapid increase in the use of Automated Market Makers (AMMs) for creating decentralized exchanges (DEXs). In this paper, we organize these developments by treating an AMM as a neoclassical black-box characterized by the conversion of inputs (tokens) to outputs (prices). The conversion is governed by the technology of the AMM summarized by an âexchange functionâ. Various types of AMMs are examined, including: Constant Product Market Makers; Constant Mean Market Makers; Constant Sum Market Makers; Hybrid Function Market Makers; and, Dynamic Automated Market Makers. The paper also looks at the impact of introducing concentrated liquidity in an AMM. Overall, the framework presented here provides an intuitive geometric representation of how an AMM operates, and a clear delineation of the similarities and differences across the various types of AMMs.","Mohan, Vijay",2022-02-14,Review,https://s.net.vn/UfV5
https://jwcn-eurasipjournals.springeropen.com/articles/10.1186/s13638-021-01996-2,Springer Open,https://www.springeropen.com,Secure big data ecosystem architecture: challenges and solutions,"Big data ecosystems are complex data-intensive, digitalâphysical systems. Data-intensive ecosystems offer a number of benefits; however, they present challenges as well. One major challenge is related to the privacy and security. A number of privacy and security models, techniques and algorithms have been proposed over a period of time. The limitation is that these solutions are primarily focused on an individual or on an isolated organizational context. There is a need to study and provide complete end-to-end solutions that ensure security and privacy throughout the data lifecycle across the ecosystem beyond the boundary of an individual system or organizational context. The results of current study provide a review of the existing privacy and security challenges and solutions using the systematic literature review (SLR) approach. Based on the SLR approach, 79 applicable articles were selected and analyzed. The information from these articles was extracted to compile a catalogue of security and privacy challenges in big data ecosystems and to highlight their interdependencies. The results were categorized from theoretical viewpoint using adaptive enterprise architecture and practical viewpoint using DAMA framework as guiding lens. The findings of this research will help to identify the research gaps and draw novel research directions in the context of privacy and security in big data-intensive ecosystems.","Anwar, Memoona J.",2021-05-22,Review,https://s.net.vn/UfV5
https://eujournalfuturesresearch.springeropen.com/articles/10.1186/s40309-022-00208-4,Springer Open,https://www.springeropen.com,Metaverse through the prism of power and addiction: what will happen when the virtual world becomes more attractive than reality?,"New technologies are emerging at a fast pace without being properly analyzed in terms of their social impact or adequately regulated by societies. One of the biggest potentially disruptive technologies for the future is the metaverse, or the new Internet, which is being developed by leading tech companies. The idea is to create a virtual reality universe that would allow people to meet, socialize, work, play, entertain, and create.Methods coming from future studies are used to analyze expectations and narrative building around the metaverse. Additionally, it is examined how metaverse could shape the future relations of power and levels of media addiction in the society.Hype and disappointment dynamics created after the video presentation of metaâs CEO Mark Zuckerberg have been found to affect the present, especially in terms of certainty and designability. This idea is supported by a variety of data, including search engine n-grams, trends in the diffusion of NFT technology, indications of investment interest, stock value statistics, and so on. It has been found that discourse in the mentioned presentation of the metaverse contains elements of optimism, epochalism, and inventibility, which corresponds to the concept of future essentialism.On the other hand, power relations in society, inquired through the prism of classical theorists, indicate that current trends in the concentration of power among Big Tech could expand even more if the metaverse becomes mainstream. Technology deployed by the metaverse may create an attractive environment that would mimic direct reality and further stimulate media addiction in society.It is proposed that future inquiries examine how virtual reality affects the psychology of individuals and groups, their creative capacity, and imagination. Also, virtual identity as a human right and recommender systems as a public good need to be considered in future theoretical and empirical endeavors.","Bojic, Ljubisa",2022-12-10,Review,https://s.net.vn/UfV5
https://journalofcloudcomputing.springeropen.com/articles/10.1186/s13677-024-00605-z,Springer Open,https://www.springeropen.com,"Investigation on storage level data integrity strategies in cloud computing: classification, security obstructions, challenges and vulnerability","Cloud computing provides outsourcing of computing services at a lower cost, making it a popular choice for many businesses. In recent years, cloud data storage has gained significant success, thanks to its advantages in maintenance, performance, support, cost, and reliability compared to traditional storage methods. However, despite the benefits of disaster recovery, scalability, and resource backup, some organizations still prefer traditional data storage over cloud storage due to concerns about data correctness and security. Data integrity is a critical issue in cloud computing, as data owners need to rely on third-party cloud storage providers to handle their data. To address this, researchers have been developing new algorithms for data integrity strategies in cloud storage to enhance security and ensure the accuracy of outsourced data. This article aims to highlight the security issues and possible attacks on cloud storage, as well as discussing the phases, characteristics, and classification of data integrity strategies. A comparative analysis of these strategies in the context of cloud storage is also presented. Furthermore, the overhead parameters of auditing system models in cloud computing are examined, considering the desired design goals. By understanding and addressing these factors, organizations can make informed decisions about their cloud storage solutions, taking into account both security and performance considerations.","Goswami, Paromita",2024-02-15,Review,https://s.net.vn/UfV5
https://ervet-journal.springeropen.com/articles/10.1186/s40461-023-00141-1,Springer Open,https://www.springeropen.com,Digitalisation in accounting: a systematic literature review of activities and implications for competences,"The digitalisation of processes is a current topic in accounting. New technologies can change activities which in turn may require different skills from accounting graduates. This paper aims to shed light on the changes that digitalisation brings about in various areas of accounting by assessing the types of activities (non-routine and routine) and corresponding competences in the context of progressing stages of digitalisation. In addition, it is analysed how different technologies are used in these activities and where their execution is placed within the supply chain. The systematic literature review shows a lack of expertise in the field of digitalisation that enables graduates and employees to successfully manage respective processes in the workplace. While routine activities are continuously being automated or digitalised, non-routine activities and the corresponding skills have a similarly increasing importance for employees in accounting as the acquisition of general digital competences.","Pargmann, Julia",2023-04-04,Review,https://s.net.vn/UfV5
https://innovation-entrepreneurship.springeropen.com/articles/10.1186/s13731-022-00252-1,Springer Open,https://www.springeropen.com,Disruptive business value models in the digital era,"The coronavirus pandemic illustrated how rapidly the global environment could be disrupted on many levels but also drive an acceleration in others. Business leaders are grappling with dysfunctional business models that are ill-equipped to manage the disruptive environment of growing artificial intelligence. Hence, this study examined the discontinuous shift in the scope and culture of business models by exploring interdisciplinary streams of literature. An integrative review methodology was used in this study to develop theoretical constructs relating to business model innovation in the services sector. Key propositions were an innovation continuum, a responsive business innovation model and value architecture, which inculcates a sustainable value creation proposition and market advantage. Businesses must continuously evolve on the high end of the innovation continuum to reduce the risk of innovation apathy and strategic myopia. A key contribution of this study was the interdependencies in value networks that allow for collaborative working and co-creation of resources, such as crowdsourcing, crowdworking and social media platforms. This study also showed the growing importance of a centre of excellence to function at the forefront of disruptive technologies. A key finding was the need for governance structures to recognise and manage the trade-offs between value drivers, which sometimes may conflict with societal benefits. The integrative review revealed that customer relationship management, global business services and artificial intelligence had not been unified in the extant literature, which makes this paper novel in its contribution to businesses struggling with or opposed to the digital revolution.","Sewpersadh, Navitha Singh",2023-01-16,Review,https://s.net.vn/UfV5
https://heritagesciencejournal.springeropen.com/articles/10.1186/s40494-024-01139-y,Springer Open,https://www.springeropen.com,Enhancing traditional museum fruition: current state and emerging tendencies,"Galleries, libraries, archives, and museums are nowadays striving to implement innovative approaches to adequately use and distribute the wealth of knowledge found in cultural heritage. A range of technologies can be used to enhance the viewing experience for visitors and boost the expertise of museologists, art historians, scholars, and audience members. The present work aims to provide an overview of current methods and most pertinent studies addressing the use of the innovative technologies for enhancing the fruition of artifacts in traditional museums in an effort to improve the public experience and education. For all the technologies discussed, the paper focuses on the main results obtained in literature and on their possible implementation in the museal context. The overview demonstrates the liveliness of the world of research in the field of technologies for the digital development of museums and how many technologies commonly used in industry are increasingly finding their way into the cultural sphere.","Furferi, Rocco",2024-01-18,Review,https://s.net.vn/UfV5
https://journalofcloudcomputing.springeropen.com/articles/10.1186/s13677-023-00531-6,Springer Open,https://www.springeropen.com,Review on the application of cloud computing in the sports industry,"The transformative impact of cloud computing has permeated various industries, reshaping traditional business models and accelerating digital transformations. In the sports industry, the adoption of cloud computing is burgeoning, significantly enhancing efficiency and unlocking new potentials. This paper provides a comprehensive review of the applications of cloud computing in the sports industry, focusing on areas such as athlete performance tracking, fan engagement, operations management, sports marketing, and event hosting. Moreover, the challenges and potential future developments of cloud computing applications in this industry are also discussed. The purpose of this review is to provide a thorough understanding of the state-of-the-art applications of cloud computing in the sports industry and to inspire further research and development in this field.","Xiao, Lei",2023-02-11,Review,https://s.net.vn/UfV5
https://jfin-swufe.springeropen.com/articles/10.1186/s40854-023-00537-8,Springer Open,https://www.springeropen.com,"The rise and fall of cryptocurrencies: defining the economic and social values of blockchain technologies, assessing the opportunities, and defining the financial and cybersecurity risks of the Metaverse","This study examines blockchain technologies and their pivotal role in the evolving Metaverse, shedding light on topics such as how to invest in cryptocurrency, the mechanics behind crypto mining, and strategies to effectively buy and trade cryptocurrencies. While it contextualises the common queries of ""why is crypto crashing?"" and ""why is crypto down?"", the research transcends beyond the frequent market fluctuations to unravel how cryptocurrencies fundamentally work and the step-by-step process on how to create a cryptocurrency. Contrasting existing literature, this comprehensive investigation encompasses both the economic and cybersecurity risks inherent in the blockchain and fintech spheres. Through an interdisciplinary approach, the research transitions from the fundamental principles of fintech investment strategies to the overarching implications of blockchain within the Metaverse. Alongside exploring machine learning potentials in financial sectors and risk assessment methodologies, the study critically assesses whether developed or developing nations are poised to reap greater benefits from these technologies. Moreover, it probes into both enduring and dubious crypto projects, drawing a distinct line between genuine blockchain applications and Ponzi-like schemes. The conclusion resolutely affirms the staying power of blockchain technologies, underlined by a profound exploration of their intrinsic value and a reflective commentary by the author on the potential risks confronting individual investors.","Radanliev, Petar",2024-01-31,Review,https://s.net.vn/UfV5
https://fbj.springeropen.com/articles/10.1186/s43093-023-00207-2,Springer Open,https://www.springeropen.com,Unlocking the full potential of digital transformation in banking: a bibliometric review and emerging trend,"Purpose Every aspect of life has been affected by digitization, and the use of digital technologies to deliver banking services has increased significantly. The purpose of this study was to give a thorough review and pinpoint the intellectual framework of the field of research of the digital banking transformation (DBT). Methodology This study employed bibliometric and network analysis to map a network in a single study, and a total of 268 publications published between 1989 and 2022 were used. Findings Our findings demonstrate that the UK, USA, Germany, and China are the countries that have conducted most of the studies on the digital banking transformation. Only China and India are considered emerging economies; everyone else is looking at it from a developed economy perspective. Additional research reveals that papers rated with A* and A grades frequently publish studies on digital banking transformation. Once more, the analysis identifies key theoretical underpinnings, new trends and research directions. The current research trend points toward FinTech, block chain, mobile financial services apps, artificial intelligence, mobile banking service platforms and sustainable business models. The importance of emphasizing the need for additional research in these fields of study cannot be stressed, given the expanding popularity of blockchain technology and digital currency in the literature. Originality It appears that this is the first study that examines the theoretical studies of digital banking transformation using bibliometric analysis. The second element of originality is about the multiple dimensions of the impact of technology in the banking sector, which includes customer, company, bank, regulation authority and society.","Osei, Lambert Kofi",2023-07-07,Review,https://s.net.vn/UfV5
https://fbj.springeropen.com/articles/10.1186/s43093-023-00275-4,Springer Open,https://www.springeropen.com,A scientometric analysis of entrepreneurship research in the age of COVID-19 pandemic,"This article conducted a scientometric analysis of entrepreneurship research during the COVID-19 pandemic and its aftermath. The results show that the research focused on four thematic research clusters, namely (a) entrepreneurship and crisis management (b) social entrepreneurship and collaborative networks (c) entrepreneurship and entrepreneurial intentions, and (d) entrepreneurship and adaptation measures to the COVID-19 pandemic. Our analysis shows that while the COVID-19 pandemic has had significant negative impacts on entrepreneurship, innovation, digital transformation, resilience and adaptability, dynamic capabilities and organisational learning, collaborative networks, government support and customer-centric approaches enabled entrepreneurs to navigate the crisis. The review highlights the role of digital technologies, self-efficacy, organisational resilience, social entrepreneurship and entrepreneurship education in promoting small business development in the post-pandemic era.","Lwesya, Francis",2023-11-12,Review,https://s.net.vn/UfV5
https://cybersecurity.springeropen.com/articles/10.1186/s42400-023-00200-w,Springer Open,https://www.springeropen.com,"Study of smart grid cyber-security, examining architectures, communication networks, cyber-attacks, countermeasure techniques, and challenges","Smart Grid (SG) technology utilizes advanced network communication and monitoring technologies to manage and regulate electricity generation and transport. However, this increased reliance on technology and connectivity also introduces new vulnerabilities, making SG communication networks susceptible to large-scale attacks. While previous surveys have mainly provided high-level overviews of SG architecture, our analysis goes further by presenting a comprehensive architectural diagram encompassing key SG components and communication links. This holistic view enhances understanding of potential cyber threats and enables systematic cyber risk assessment for SGs. Additionally, we propose a taxonomy of various cyberattack types based on their targets and methods, offering detailed insights into vulnerabilities. Unlike other reviews focused narrowly on protection and detection, our proposed categorization covers all five functions of the National Institute of Standards and Technology cybersecurity framework. This delivers a broad perspective to help organizations implement balanced and robust security. Consequently, we have identified critical research gaps, especially regarding response and recovery mechanisms. This underscores the need for further investigation to bolster SG cybersecurity. These research needs, among others, are highlighted as open issues in our concluding section.","Achaal, Batoul",2024-02-05,Review,https://s.net.vn/UfV5
https://jwcn-eurasipjournals.springeropen.com/articles/10.1186/s13638-023-02261-4,Springer Open,https://www.springeropen.com,"A survey on the handover management in 5G-NR cellular networks: aspects, approaches and challenges","With the purpose of providing higher data rate and ultra-reliable and low-latency communications for the users, employing the small cells in the upcoming Fifth-Generation-New Radio (5G-NR) cellular networks and beyond is leading to the serious challenges in mobility management due to dynamicity of the user equipments (UEs). Among different issues related to the mobility of the UEs, the handover management is one of the key procedures to let the UEs experience a high quality of service (QoS)/quality of experience (QoE). So far, many protocols and algorithms have been proposed to enhance the mobility management in 5G-NR from various aspects, but still a thorough survey has not been incorporated to summarize the recent advances and future directions of the mentioned issue. Thus, the handover management and the corresponding challenges stand in the center of concentrations in this paper, with a glance on 4G to the advancements of 5G-NR. The challenges include QoS/QoE, throughput, delay, traffic load, the attacks during authentication process and resource allocation. To overcome the mentioned challenges, the handover procedure is evaluated by some key performance indicators such as handover ratio, handover failure, radio link failure and such like which depend on the received signal quality. The lack of new advancements and novel aspects of handover plus the separation of security and handover issues in previous works are perceived as research gaps and motivations for the current paper. In this regard, this paper aims to specify and analyze the technical issues, to provide an overview on the proposed methods and recent advances and to bring the future directions into the limelight. We categorize the concurrent standards and methods about the handover, and then, we survey the proposed algorithms including theoretical, algorithm-based and pattern-capturing approaches following the authentication process along with the vulnerabilities and the algorithms to counteract the attacks during handover. Also, we study various issues corresponding to network performance during the handover procedure. Finally, we discuss the open problems and future research directions.","Haghrah, Amiraslan",2023-06-22,Review,https://s.net.vn/UfV5
